title,url
National klinisk retningslinje for farmakologisk behandling af bipolar lidelse,https://sundhedsstyrelsen.dk/da/udgivelser/2014/~/media/DEC4CE71644B4ECA9CE871B53958C461.ashx
National klinisk retningslinje for udredning og behandling af epilepsi hos børn og unge,https://sundhedsstyrelsen.dk/da/udgivelser/2015/~/media/50C59BBCAAB54D23AF4CC187A15D1945.ashx
National klinisk retningslinje for behandling af høfeber (allergisk rhinokonjunktivitis),https://sundhedsstyrelsen.dk/da/udgivelser/2015/~/media/7AFB35FE86114C49930ED4F1DB49488E.ashx
"National klinisk retningslinje for behandling af emotionel ustabil personlighedsstruktur, borderline type",https://sundhedsstyrelsen.dk/da/udgivelser/2015/~/media/80113F052C3A4097B7772B225256895B.ashx
National klinisk retningslinje for fysioterapi og ergoterapi til voksne med nedsat funktionsevne som følge af multipel sklerose,https://sundhedsstyrelsen.dk/da/udgivelser/2015/~/media/77C6DFFBD04642EA9A414EFCD71C606A.ashx
National klinisk retningslinje for ikke-kirurgisk behandling af nyopstået rodpåvirkning i nakken med udstrålende symptomer til armen (cervikal radikulopati),https://sundhedsstyrelsen.dk/da/udgivelser/2015/~/media/93205B17BB004CE784F5E5EC6D6B336D.ashx
National klinisk retningslinje for følgevirkninger efter operation for tidlig brystkræft,https://sundhedsstyrelsen.dk/da/udgivelser/2015/~/media/498BCA8D56204AA7ACDCF82FE3096C71.ashx
The path of liberation vol. 4,http://toveje.dk/onewebmedia/The%20Path%20of%20Liberation.pdf
Sammenhæng mellem udvalgte sundhedsydelser og arbejdsmarkedstilknytning,http://www.kl.dk/ImageVaultFiles/id_71277/cf_202/Sammenh-ng_mellem_udvalgte_sundhedsydelser_og_arbe.PDF
Understanding the core consciousness field vol. 3,http://toveje.dk/onewebmedia/Understanding%20the%20Core%20Consciosuenss%20Field.pdf
"Cosmic evolution, EARTH history and the polarity games vol. 1",http://toveje.dk/onewebmedia/Cosmic%20Evolution.pdf
Ældre som aktive deltagere i lokalsamfundet,http://www.mbbl.dk/sites/mbbl.dk/files/dokumenter/publikationer/aeldre_som_aktive_deltagere_til_print_spreads.pdf
National klinisk retningslinje for udvalgte sundhedsfaglige indsatser ved rehabilitering til patienter med type 2 diabetes,https://sundhedsstyrelsen.dk/da/udgivelser/2015/~/media/CD075EE6B0144C6E806097921B63B98A.ashx
National klinisk retningslinje for udredning og behandling/rehabilitering af patienter med generaliserede smerter i bevægeapparatet,https://sundhedsstyrelsen.dk/da/udgivelser/2015/~/media/C2305D647E6F4E5B9229D88E96322335.ashx
"National klinisk retningslinje for fysioterapi og ergoterapi til voksne med nedsat funktionsevne som følge af erhvervet hjerneskade, herunder apopleksi",https://sundhedsstyrelsen.dk/da/udgivelser/2014/~/media/F3A5AAE7542049FE8854C25109E40D1C.ashx
National klinisk retningslinje om førstegangsfødende med dystoci (manglende fremgang),https://sundhedsstyrelsen.dk/da/udgivelser/2014/~/media/DADB3172B5E5471687D22426A3D4C331.ashx
National klinisk retningslinje om indikation for transfusion med blodkomponenter,https://sundhedsstyrelsen.dk/da/udgivelser/2014/~/media/EEA1EA90C15E4A97B9E786D2850B3664.ashx
Rectangular shell elements based on the absolute nodal coordinate formulation,http://ebooks.au.dk/index.php/aul/catalog/download/97/90/303-2?inline=1
Microscopic and spectroscopic characterisation of waterlogged archaeological softwood from anoxic environments,http://forskning.ku.dk/find-en-forsker/?pure=files%2F143706836%2Fnana_bjerregaard_thesis_web.pdf
National klinisk retningslinje for udredning og behandling af ADHD hos børn og unge,https://sundhedsstyrelsen.dk/da/nyheder/2014/~/media/A7931B11333540A184C73465181E29CE.ashx
National klinisk retningslinje for polycystisk ovariesyndrom,https://sundhedsstyrelsen.dk/da/udgivelser/2014/~/media/91718685807C47F68343B28EF63DCC9A.ashx
National klinisk retningslinje for behandling af aldersbetinget grå stær,http://sundhedsstyrelsen.dk/publ/Publ2013/09sep/NKRBehlAldersbetGraaStaer.pdf
National klinisk retningslinje for fysioterapi og ergoterapi til børn og unge med nedsat funktionsevne som følge af cerebral parese,https://sundhedsstyrelsen.dk/da/udgivelser/2014/~/media/AFD1DB60A0C74D518690A7EC1C8C888D.ashx
National klinisk retningslinje for diagnostik og behandling af patienter med udvalgte skulderlidelser,https://sundhedsstyrelsen.dk/da/udgivelser/2013/~/media/ECDF89CE7B904A34A5EC8576B507289D.ashx
Det relationelle selv,http://ebooks.au.dk/index.php/aul/catalog/download/99/91/306-2?inline=1
Opgørelsesmetoder og udvikling i dødt ved,http://forskning.ku.dk/find-en-forsker/?pure=files%2F132466002%2FOpg_metoder_og_udv_i_doedt_ved_09_03_2015.pdf
Experience mapping and multifunctional golf course development,http://research.ku.dk/find-a-researcher/?pure=files%2F137785693%2Frapport_golfbaner_webopt.pdf
The Nordic textile reuse and recycling commitment,http://norden.diva-portal.org/smash/get/diva2:788266/FULLTEXT01.pdf
EPR systems and new business models,http://norden.diva-portal.org/smash/get/diva2:788301/FULLTEXT01.pdf
Mad til spædbørn & småbørn,https://sundhedsstyrelsen.dk/da/sundhed/ernaering/~/media/EC588B8083EA43AAA05856FBE4978BD8.ashx
Åbn øjnene - tal om det,http://da.blaakors.gl/Admin/Public/DWSDownload.aspx?File=%2fFiles%2fFiles%2fFiler%2fBlaaKorsGroenland%2fBK_Gronlandshaefte_DK.pdf
Støj på kontoret,http://bar-kontor.dk/Files/Billeder/BARkontor-2014/vejledninger/Stoej-Netudgave-sep.-2015.pdf
Konceptmodel Helseskoven Octovia,http://ign.ku.dk/terapihaven-nacadia/helseskoven-octovia/bokse/konceptmodel/Octovia_Konceptmodel.pdf
Uddannelsesvejledning til voksne,https://www.eva.dk/projekter/2015/voksenvejledning/hent-rapporten/uddannelsesvejledning-til-voksne/download
"A Nordic strategy for collection, sorting, reuse and recycling of textiles",http://norden.diva-portal.org/smash/get/diva2:788300/FULLTEXT01.pdf
Skoleelevers og voksne borgeres deltagelse i idræts- og fritidsaktiviteter i Greve Kommune,http://static.sdu.dk/mediafiles//E/F/2/%7BEF2C963D-760F-496C-94D7-E087A865399B%7DMovements2015Nr9.pdf
Nordic improvements in collection and recycling of plastic waste,http://norden.diva-portal.org/smash/get/diva2:788308/FULLTEXT01.pdf
"Redegørelse for indvindingsoplande uden for OSD, Silkeborg",http://jupiter.geus.dk/Rapportdb/Grundvandsrapport.seam?download_file_filter_request_parameter=1943324&grundvandsrapportRapportid=91597
"Redegørelse for indvindingsoplande uden for OSD, Aarhus",http://jupiter.geus.dk/Rapportdb/Grundvandsrapport.seam?download_file_filter_request_parameter=1943323&grundvandsrapportRapportid=91594
"Redegørelse for indvindingsoplande uden for OSD, Viborg",http://jupiter.geus.dk/Rapportdb/Grundvandsrapport.seam?download_file_filter_request_parameter=1943328&grundvandsrapportRapportid=91595&actionOutcome=%2FGrundvandsrapportEdit.xhtml&cid=1624
Powerpauser 3,http://www.aktivrundti.dk/sfs.php?fid=hvqd
Bevægelse i undervisningen 2,http://www.aktivrundti.dk/sfs.php?fid=hvqc
"Redegørelse for indvindingsoplande uden for OSD, Syddjurs",http://jupiter.geus.dk/Rapportdb/Grundvandsrapport.seam?download_file_filter_request_parameter=1943325&grundvandsrapportRapportid=91596
"Redegørelse for indvindingsoplande uden for OSD, Norddjurs",http://jupiter.geus.dk/Rapportdb/Grundvandsrapport.seam?download_file_filter_request_parameter=1943326&grundvandsrapportRapportid=91599
"Redegørelse for indvindingsoplande uden for OSD, Favrskov Kommune",http://jupiter.geus.dk/Rapportdb/Grundvandsrapport.seam?download_file_filter_request_parameter=1943327&grundvandsrapportRapportid=91598
"Redegørelse for indvindingsoplande uden for OSD, Randers Kommune",http://jupiter.geus.dk/Rapportdb/Grundvandsrapport.seam?download_file_filter_request_parameter=1944540&grundvandsrapportRapportid=91623
Turismeudvikling i byfornyelsen,http://mbbl.dk/sites/mbbl.dk/files/dokumenter/publikationer/turismeudvikling_i_byfornyelsen_rapport.pdf
The right to public participation,http://menneskeret.dk/files/media/dokumenter/udgivelser/the20right20to20public20participation.pdf
Tvangsauktioner i Danmark,http://www.bvc.dk/SiteCollectionDocuments/Analyser/Tvangsauktioner_i_Danmark_WEB_LOW.pdf
Velfærd i forandring,http://www.kl.dk/ImageVaultFiles/id_72800/cf_202/Info-pjece_om_O.PDF
Organisatorisk resiliens fra et kommunikativt perspektiv,http://pure.au.dk/portal/files/84270643/_Simonsen_2014_Organisatorisk_resiliens_fra_et_kommunikativ_perspektiv_Meningsskabelse_og_organisering_i_krise.pdf
Brancheanalyse af værditransport,http://www.sus-udd.dk/wp-content/uploads/Brancheanalyse-af-v%C3%A6rditransport-Fokus-p%C3%A5-kompetenceudviklingsbehov-Februar-20151.pdf
Økonomisk analyse af sydvestjyllands største virksomheder,http://www2.deloitte.com/content/dam/Deloitte/dk/Documents/about-deloitte/Deloitte-Analyse-150-st%C3%B8rste-virksomheder-i-Sydvestjylland.pdf
Handicap og beskæftigelse i 2014,http://www.sfi.dk/Admin/Public/DWSDownload.aspx?File=%2fFiles%2fFiler%2fSFI%2fPdf%2fRapporter%2f2015%2f1520-Handicap-og-beskaeftigelse-2014-regional.pdf
Water driven leaching of biocides from paints and renders,http://www2.mst.dk/Udgiv/publications/2014/02/978-87-93178-11-3.pdf
"VVM for AOT, Kalundborg",http://mst.dk/media/mst/9416330/aot_-_h_ringsudkast_vvm-redeg_relse.pdf
Virksomheders CSR-rapportering,http://www2.mst.dk/Udgiv/publikationer/2014/08/978-87-93178-64-9.pdf
Evaluering af grønne regnskaber,http://www2.mst.dk/Udgiv/publikationer/2014/06/978-87-93178-65-6.pdf
Støjsvag varelevering til butikker,http://www2.mst.dk/Udgiv/publikationer/2014/08/978-87-93178-90-8.pdf
Støjdæmpende autoværn,http://www2.mst.dk/Udgiv/publikationer/2014/12/978-87-93283-37-4.pdf
The potential of RFID technology to secure information flow between producers of electronics and waste processors,http://www2.mst.dk/Udgiv/publications/2015/01/978-87-93283-49-7.pdf
Undersøgelse af forbruget af sprøjtemidler på offentlige arealer i 2013,http://www2.mst.dk/Udgiv/publikationer/2015/01/978-87-93283-62-6.pdf
Sikkerhed ved arbejde med gylle,http://www.barjordtilbord.dk/Files//Billeder/BARjobo/JAU%20-%20Branchevejledninger/2015/Sikkerhed_Gylle_mLink_010615.pdf
Sådan faciliterer du by- og turismeudvikling,http://mbbl.dk/sites/mbbl.dk/files/dokumenter/publikationer/turismeudvikling_i_byfornyelsen_haandbog.pdf
Stedsidentitet,http://urbanlab.dk/-/media/Institutioner/Urbanlab/Stedsidentitet/Stedsidentitet_Urban_Lab_sk%C3%A6rm_pdf.ashx?la=da
Fra spildevand til fosforholdige produkter,http://www2.mst.dk/Udgiv/publikationer/2015/04/978-87-93283-91-6.pdf
Survey and exposure assessment of methylisothiazolinone in consumer products,http://www2.mst.dk/Udgiv/publications/2015/03/978-87-93283-88-6.pdf
Vurdering af metalholdigt affald til forbrænding,http://www2.mst.dk/Udgiv/publikationer/2015/02/978-87-93283-81-7.pdf
Kortlægning og eksponeringsvurdering af methylisothiazolinon i forbrugerprodukter,http://www2.mst.dk/Udgiv/publikationer/2015/03/978-87-93283-87-9.pdf
Luftkvalitetsplan for kvælstofdioxid (NO₂) i København,http://www2.mst.dk/Udgiv/publikationer/2015/03/978-87-93283-93-0.pdf
Klassificering af shredderaffald ud fra indhold af kulbrinter,http://www2.mst.dk/Udgiv/publikationer/2015/03/978-87-93283-95-4.pdf
Freedom of assembly under threat,http://www.euromedrights.org/eng/wp-content/uploads/2014/12/FOA2014_PART-II_EN_REPORT.pdf
al-Taʻlīm mustaqbal ṭiflak,http://www.uvm.dk/~/media/UVM/Filer/Udd/Folke/PDF15/Maj/150512%20Pjece_Arabisk.pdf
UNFPA quality assurance framework for the procurement of reproductive health commodities,http://www.unfpa.org/sites/default/files/resource-pdf/20429%20UNFPA%20RFQ%20QA%20Framework_low_V11.pdf
Lystbådmaling med minimeret biocidindhold (Effektivitetsafprøvning),http://www2.mst.dk/Udgiv/publikationer/2015/03/978-87-93283-98-5.pdf
"Perfluoroalkylated substances: PFOA,PFOS and PFOSA",http://www2.mst.dk/Udgiv/publications/2015/04/978-87-93283-01-5.pdf
Grøn velfærdspolitik,http://www2.mst.dk/Udgiv/publikationer/2015/04/978-87-93352-00-1.pdf
Vejledende byggeblad for gyllebeholdere,http://www2.mst.dk/Udgiv/publikationer/2015/04/978-87-93352-01-8.pdf
Opdatering af 2009 projekt om renluftzoner,http://www2.mst.dk/Udgiv/publikationer/2015/04/978-87-93352-02-5.pdf
Materialeforskning som innovations- og vækstmotor,http://ufm.dk/publikationer/2015/filer/materialeforskning-som-innovations-og-vaekstmotor.pdf
Redegørelse for GKO Vejen-Holsted-Tobøl,http://jupiter.geus.dk/Rapportdb/Grundvandsrapport.seam?download_file_filter_request_parameter=1943124&grundvandsrapportRapportid=91581&actionOutcome=%2FGrundvandsrapportEdit.xhtml&cid=225
La liberté de réunion menacée,http://www.euromedrights.org/fra/wp-content/uploads/2014/12/FOA2014_PART-II_FR_REPORT.pdf
Danskerne & e-handel 2014,http://www.postdanmark.dk/da/Documents/Analyser/ehandelsanalyse.pdf
Uddannelses- og beskæftigelsesmønstre i årene efter grundskolen,http://www.sfi.dk/Admin/Public/DWSDownload.aspx?File=%2fFiles%2fFiler%2fSFI%2fPdf%2fRapporter%2f2015%2f1517-Uddannelses-og-beskaeftigelsesmoenstre.pdf
Udflugtsmål,http://nationalparkmolsbjerge.dk/media/nst/9025219/dansk%20hæfte%20udflugtsmål%202014.pdf
Daginstitutioner i udsatte boligområder,http://edu.au.dk/fileadmin/edu/Forskning/SILO/Ebog_-_Daginstitutioner_i_udsatte_boligomraader_-_paedagogisk_udvikling_i_arbejdet_med_udsatte_boern_og_familier_-_feb_2015.pdf
Borgere i fleksjob efter reformen,http://www.sfi.dk/Admin/Public/DWSDownload.aspx?File=%2fFiles%2fFiler%2fSFI%2fPdf%2fRapporter%2f2015%2f1531-Borgere-i-fleksjob.pdf
Taḥṣīl - āyandah-i farzand-i shumā,http://www.uvm.dk/~/media/UVM/Filer/Udd/Folke/PDF15/Maj/150512%20Pjece_Farsi.pdf
Syv centrale pligter,http://www.modst.dk/~/media/kodex/KODEX%20VII
Redegørelse om praksis for prøveløsladelse og genindsættelse,http://www.justitsministeriet.dk/sites/default/files/media/Pressemeddelelser/pdf/2015/Redeg%C3%B8relse%20om%20praksis%20for%20pr%C3%B8vel%C3%B8sladelse%20og%20geninds%C3%A6ttelse%20-%20Forkortet.pdf
Oplæg fra arbejdsgruppen om optimering af berammelse af straffesager,http://www.justitsministeriet.dk/sites/default/files/media/Pressemeddelelser/pdf/2015/Opl%C3%A6g%20fra%20arbejdsgruppen%20om%20optimering%20af%20berammelse%20af....pdf
Afrapportering,http://ftbib/dok/SI/2015/Afrapportering.pdf
Hvorfor sker trafikulykkerne?,http://www.hvu.dk/SiteCollectionDocuments/PDFx_HVUdec14_HvorforSkerUlykkerne.pdf
The cost of producing electricity in Denmark,http://www.en.rff.dk/files/RFF-site/Publikations%20upload/Diverse%20ukategoriserede%20dokumenter/The%20Cost%20of%20Producing%20Electricity%20in%20Denmark%20-%20A%20Technical%20Companion.pdf
"Arabiske bøger, film og musik for voksne (2013)",http://www.statsbiblioteket.dk/forbiblioteker/sbci/videncenter/kataloger/arabisk-voksen-2013
"Arabiske bøger, film og musik for børn",http://www.statsbiblioteket.dk/forbiblioteker/sbci/videncenter/kataloger/arabisk-born-2013
"Bosniske, kroatiske, serbiske bøger, lydbøger, film og musik for voksne",http://www.statsbiblioteket.dk/forbiblioteker/sbci/videncenter/kataloger/bosnisk-voksen-2013
Danske kreditinstitutters finansielle integration i EU,http://oim.dk/media/881378/International%20%C3%B8konomisk%20analyse.pdf
The cost of producing electricity in Denmark - a technical companion,http://www.en.rff.dk/files/RFF-site/Publikations%20upload/Diverse%20ukategoriserede%20dokumenter/The%20Cost%20of%20Producing%20Electricity%20in%20Denmark%20-%20A%20Technical%20Companion.pdf
ADHD og adfærd,http://hbpharma.dk/downloads/ADHD_og_adfaerd.pdf
Niveauer og virkninger af egenkapital i banker,http://sim.dk/media/672586/international__konomisk_analyse_nr_2.pdf
Udvikling af ny keramisk membran som barriere mod Cryptosporidium i svømmebade,http://naturstyrelsen.dk/media/167023/udvikling-af-ny-keramisk-membran-som-barriere-mod-cryptosporidium-i-svoemmebade.pdf
"Bosniske, kroatiske, serbiske bøger og film for børn",http://www.statsbiblioteket.dk/forbiblioteker/sbci/videncenter/kataloger/bosnisk-born-2013
God selvbetjening,https://digitaliser.dk/resource/2893522/artefact/Udviklingsvejledning+for+selvbetjening+2.0.pdf
"Persiske bøger, lydbøger, film og musik for voksne",http://www.statsbiblioteket.dk/forbiblioteker/sbci/videncenter/kataloger/persisk-voksen-2013
"Persiske bøger, lydbøger, film og musik for børn",http://www.statsbiblioteket.dk/forbiblioteker/sbci/videncenter/kataloger/persisk-born-2013
Topindkomster i Danmark,http://sim.dk/media/737355/Oekonomisk_Analyse-Topindkomster_i_Danmark.pdf
Min grundlov,http://www.ft.dk/Dokumenter/Publikationer/Grundloven/~/media/PDF/publikationer/Grundloven/mingrundlov_light_12%20version_samlet.pdf.ashx
Vindintegration i Danmark,http://www.ea-energianalyse.dk/reports/1424_vindintegration_danmark.pdf
Fitnesscentre i firmaidrætten,http://www.idan.dk/vidensbank/downloads/sundhed-for-millioner-delrapport-4-fitnesscentre-i-firmaidraetten---portraet-af-de-aktive-medlemmer/a3c60696-69e8-42c5-9f62-9e0900b294fc
Gode vådrum,http://www.godevaadrum.dk/Documents/Vaadrumsbrochure.pdf
World stadium index,http://www.idan.dk/vidensbank/downloads/world-stadium-index-svensk/3424f4e6-2ec4-4ad3-9d33-a4f200a7fca1
World stadium index,http://www.idan.dk/vidensbank/downloads/world-stadium-index-engelsk/a32b1a91-a76d-45ea-81e0-a4f200a86789
Danske arenaer,http://www.idan.dk/vidensbank/downloads/danske-arenaer-lejevilkaar-ved-internationale-idraetsarrangementer/53dc6a32-5948-4f77-bc30-a04e008b156d
Regionernes politiske linje for informationssikkerhed,http://www.regioner.dk/~/media/Mediebibliotek_2011/SUNDHED/Sundheds-it/Regionernes%20politiske%20linje%20infosikkerhed_2015.ashx
Uddannelse og forskning,http://norden.diva-portal.org/smash/get/diva2:776150/FULLTEXT01.pdf
Strategisk analyse 2015,https://www.politi.dk/NR/rdonlyres/FE68516F-BB7F-4EDC-A603-A8886C983B52/0/StrategiskAnalyse2015_print.pdf
Smart solutions for innovative cities,http://ufm.dk/aktuelt/nyheder/2015/filer/conferencereport_final.pdf
Det lokale Danmark,http://www.paaforkant.dk/~/media/yderområder/filer/det%20lokale%20danmark_hovedrapport%20til%20web.pdf?la=da
Pårørende til livstruet syge mennesker i palliative forløb,http://pavi.dk/Files/Udgivelser%20PAVI/Rapport%20-%20P%C3%A5r%C3%B8rende%20til%20livstruet%20syge%20mennesker%20i%20palliative%20forl%C3%B8b.pdf
Politisk lederskap og demokrati i sammenslåtte kommuner i Danmark,http://www.kora.dk/media/4326850/10994_politisk-lederskap-og-demokrati_baggrundsnotat.pdf
Effekter af klasseledelse på elevers læring og trivsel,https://pure.sfi.dk/ws/files/258939/1532_Effekter_af_klasseledelse.pdf
Industrielle succeshistorier,http://www.reglab.dk/media/49587/industrielle%20succeshistorier.pdf
Noise in Europe 2014,http://www.eea.europa.eu/publications/noise-in-europe-2014/at_download/file
Tværsektorielt samarbejde omkring mennesker med ikke-psykotisk sindslidelse og misbrug,http://www.kora.dk/media/3482214/10674_tvaersektorielt-samarbejde_dd-diagnoser.pdf
Anæstesisygepleje - en betydningsfuld del af kræftpakken,http://ph.au.dk/fileadmin/ph/Sygepleje/Publikationer/Masterprojekter/63TineBjerringNors2014v2.pdf
Operationspatientens møde med operationsafdelingen,http://ph.au.dk/fileadmin/ph/Sygepleje/Publikationer/Masterprojekter/64BrigitteDyrehavScjoetler2014v3.pdf
Læringsmålstyret undervisning i folkeskolen,https://uvm.dk/~/media/UVM/Filer/Om%20os/PDF15/Mar/150327%20Bilag%206%20-%20Laeringsmaalstyret%20undervisning%20i%20folkeskolen.pdf
15 års succeser i kræftforskning,https://www.cancer.dk/dyn/resources/File/file/7/3837/1403001337/succeshistorier-i-forskning_resume_web.pdf
Atomaffaldsdeponering i etisk perspektiv,http://noah.dk/wp-content/uploads/2014/10/etikrapport.pdf
Forebyggelse af rocker- og banderelateret kriminalitet,http://www.dkr.dk/sites/default/files/dkr_hvidbog.pdf
MENA benchmarking report 2014,http://di.dk/SiteCollectionDocuments/DIBD/AE-Network/MENA%20BENCHMARK%20REPORT/MENA%20Benchmark%20Report.pdf
Sikkert arbejde i højden,http://www.barjordtilbord.dk/Files//Billeder/BARjobo/JAU%20-%20Branchevejledninger/2015/Sikkerhed_Arbejde_hoejden_Vejledning_130815.pdf
Vejledning om forebyggelse og bekæmpelse af rotter,http://naturstyrelsen.dk/media/133463/vejledning-om-forebyggelse-og-bekaempelse-af-rotter-februar-2015_printversion.pdf
Succesfulde servicevirksomheder i Danmark,http://reglab.dk/media/54202/service_rap_enkelt_low[1].pdf
Energy policy toolkit on energy efficiency in industries,http://www.ens.dk/sites/ens.dk/files/climate-co2/low-carbon-transition-unit/danish-energy-policy-toolkits/energy_efficiency_in_industriesfinal.pdf
Catalogue of Danish climate mitigation measures,http://www.ens.dk/sites/ens.dk/files/policy/danish-climate-energy-policy/dk_climate_change_mitigation_uk.pdf
Studenterservicer,https://www.eva.dk/projekter/2014/universiteternes-tiltag-for-en-differentieret-studentergruppe/hent-rapport/studenterservicer/download
Digital technology and design processes,http://ebooks.au.dk/index.php/aul/catalog/download/12/11/55-3?inline=1
"Energimærket - i butikken, reklame og på web",http://sparenergi.dk/sites/forbruger.dk/files/contents/publication/energimaerket-i-butikken-reklame-og-paa-web/energimaerket-i-butikken-reklame-og-web.pdf
Denmark - on your bike,http://www.trm.dk/~/media/files/publication/english/engelsk-cykelstrategi--til-web.pdf
Håndbog om trafikterminaler (Høringsbog),http://www.vejdirektoratet.dk/DA/vejsektor/vejregler-og-tilladelser/vejregler/høringer/Documents/Høringsbøger/Høringsbog_Håndbog_Trafikterminaler_.pdf
Sygekasser m.v. på egnen omkring Stenløse og Ganløse 1857-1973,http://stenlosearkiv.dk/Boger/ebog/Sygekasserne%20lokalt%201857-1973%20-%20Hugo%20Odgaard.pdf
En fremtidssikret regulering af elsektoren (Dokumentation),http://www.ens.dk/sites/ens.dk/files/undergrund-forsyning/Elregulering/Dokumentationsrapport/dokumentationsrapport_web.pdf
Unge i misbrugsbehandling,http://www.sfi.dk/Admin/Public/DWSDownload.aspx?File=%2fFiles%2fFiler%2fSFI%2fPdf%2fRapporter%2f2015%2f1524-Unge-i-misbrugsbehandling.pdf
Nordic gender equality in figures 2015,http://norden.diva-portal.org/smash/get/diva2:790696/FULLTEXT02.pdf
Fire veje til grøn vækst,http://www.dac.dk/media/52762/Damvad_indhold_final_low.pdf
Palliativ pleje i plejeboliger,http://www.socialstyrelsen.dk/aeldre/aktuelt/04865_SOS_GuidePalliativplejeiplejeboliger_Julie_accessible.pdf
Grader af grøn omstilling,http://www.dac.dk/media/6771634/ramboell_171214_1700.pdf
Skab robuste forandringer - med fokus på trivsel,http://www.arbejdsmiljoweb.dk/media/3111221/barfoka-robustforandring-web-120315.pdf
At arbejde i borgernes hjem,http://www.arbejdsmiljoweb.dk/media/3288568/at-arbejde-i-borgernes-hjem_net.pdf
Skolerettede indsatser for elever med svag socioøkonomisk baggrund (Kort & klart),http://www.sfi.dk/Admin/Public/DWSDownload.aspx?File=%2fFiles%2fFiler%2fSFI%2fPdf%2fRapporter%2f2015%2fK%26K-Skolerettede-indsatser-web.pdf
Notat om Delprogram for luft under NOVANA om placering af gademålestationer og om en målestation i et forstadsområde med fokus på betydningen af brænderøg,http://dce.au.dk/fileadmin/dce.au.dk/Udgivelser/Notater_2014/Notat_om_evt_justering_af_overvaagningsprogrammet_v2.pdf
Projection of greenhouse gases 2013-2035,http://dce2.au.dk/pub/SR129.pdf
Notat om vurdering af miljø og økonomi for bedrifter i pilotprojektet for ny arealregulering,http://dce.au.dk/fileadmin/dce.au.dk/Udgivelser/Notater_2015/Vurdering_i_pilotprojektet_ny_arealregulering.pdf
Vurdering af effekten af vandindvinding på vandløbs økologiske tilstand,http://dce.au.dk/fileadmin/dce.au.dk/Udgivelser/Notater_2014/Notat_Vurdering_af_vandindvindings_effekt_vandloebs_oekologiske_tilstand_final.pdf
Økologi - hvad er det?,http://skole.lf.dk/~/media/skole/Laeremidler/Produkter/Oekologi%20-%20hvad%20er%20det/%c3%98ko-bog_printvenlig.ashx
Anbefalinger til samfundsøkonomiske evalueringer på socialområdet,http://www.kora.dk/media/3053066/10797_samfundsoekonomiske_evalueringer_socialomraadet.pdf
Benchmarking af Esbjerg Kommunes administrative udgifter,http://www.kora.dk/media/3887500/10984_benchmarking-esbjerg-kommunes-administrative-udgifter.pdf
Benchmarkinganalyse af ældreområdet i Hjørring Kommune,http://www.kora.dk/media/3887492/10976_benchmarkinganalyse-af-aeldreomraadet-i-hjoerring-kommune.pdf
Sunde tænder - hele livet (For ældre borgere),http://www.aeldreforum.dk/filer/udgivelser/sundhed-sygdom/sunde-taender-hele-livet/sunde-taender-hele-livet.-aeldres-tand-og-mundsundhed-inspiration-til-aeldre-borgere/at_download/file
Sunde tænder - hele livet (For personale og pårørende),http://www.aeldreforum.dk/filer/udgivelser/sundhed-sygdom/sunde-taender-hele-livet/sunde-taender-hele-livet.-aeldres-tand-og-mundsundhed-inspiration-til-social-og-sundhedspersonale-parorende/at_download/file
Få din lederuddannelse til at skabe ringe i vandet,http://www.lederweb.dk/ImageVault/Images/id_44411/scope_0/ImageVaultHandler.aspx
Zadakṛay - stāsay da awlādū rāttūnkay,http://www.uvm.dk/~/media/UVM/Filer/Udd/Folke/PDF15/Maj/150512%20Pjece_Pashto.pdf
Grib ind,http://www.arbejdsmiljoweb.dk/media/3431917/grib-ind-godt-kollegaskab-uden-mobning-tryk-.pdf
Benchmarkinganalyse af Haderslev Kommunes udgifter til administration,http://www.kora.dk/media/3887512/10981_benchmarkinganalyse-af-haderslev-kommunes-udgifter-til-administration.pdf
Inkluderende skolemiljøer - elevernes roller,http://www.sfi.dk/Admin/Public/DWSDownload.aspx?File=%2fFiles%2fFiler%2fSFI%2fPdf%2fRapporter%2f2015%2fK%26K-Inkluderende-skolemiljoeer.pdf
Kvalitet og sikkerhed i medicineringen på kommunale botilbud,https://www.pharmakon.dk/media/3937/evaluering-btb_rapport_web_samlet.pdf
Redegørelse for Padborg-Gråsten,http://data.geus.dk/Rapportdb/Grundvandsrapport.seam;jsessionid=5EE37DC0AE2F661CC5C1AD278E7D36B6?download_file_filter_request_parameter=1943046&grundvandsrapportRapportid=91575
På sporet af pædagogisk faglighed,http://edu.au.dk/fileadmin/edu/phdafhandlinger/JanJaapRothuizen_ph.d-afhandling.pdf
Ledelsesspænd på daginstitutionsområdet,http://www.kora.dk/media/3482255/10731_rapport_ledelsespaend.pdf
Tværsektorielt samarbejde om mennesker med en dobbeltdiagnose,http://www.kora.dk/media/3481622/tvaersektorielt-samarbejde-om-mennesker-med-en-dobbeltdiagnose.pdf
Så meget koster et barn i dagtilbud,http://www.kora.dk/media/3482201/10678_enhedsudgifter_dagtilbudsomraadet.pdf
IMOVE,http://imove.zone/wp-content/uploads/2015/06/IMOVE-teachersguide-150205.pdf
To Evropaiko perivallon - katasi kai prooptikes 2015,http://www.eea.europa.eu/soer-2015/synthesis/to-eyropaiko-periballon-2014-katastasi/at_download/file
Evropejska okolna sreda - sßtojanie i perspektivi 2015,http://www.eea.europa.eu/soer-2015/synthesis/evropeyska-okolna-sreda-2013-sastoyanie/at_download/file
